city,date,pm25,pm10,no2,o3,co,so2,sub_pm25,sub_pm10,sub_no2,sub_o3,sub_co,sub_so2,aqi,dominant_pollutant
Mumbai,2025-08-02,54.5,61.6,16.6,64.8,0.6,8.8,90.7,61.6,20.8,64.8,28.2,11.0,90.7,pm25
Mumbai,2025-08-03,20.4,60.0,16.1,11.9,0.4,8.9,33.9,60.0,20.1,11.9,19.6,11.1,60.0,pm10
Mumbai,2025-08-04,20.6,66.4,15.8,14.2,0.7,9.0,34.4,66.4,19.7,14.2,32.7,11.2,66.4,pm10
Mumbai,2025-08-05,20.9,76.2,13.6,15.7,0.3,2.9,34.8,76.2,17.0,15.7,15.7,3.6,76.2,pm10
Mumbai,2025-08-06,23.3,80.8,18.1,14.4,0.4,8.9,38.8,80.8,22.6,14.4,20.6,11.1,80.8,pm10
Mumbai,2025-08-07,24.6,64.4,19.0,20.4,1.1,11.8,41.1,64.4,23.8,20.4,,14.8,64.4,pm10
Mumbai,2025-08-08,29.3,71.0,19.0,11.3,0.5,9.0,48.8,71.0,23.8,11.3,27.0,11.3,71.0,pm10
Mumbai,2025-08-09,124.6,66.4,16.4,12.1,0.5,8.9,303.7,66.4,20.5,12.1,23.8,11.2,303.7,pm25
Mumbai,2025-08-10,20.3,59.1,15.6,9.4,0.6,8.9,33.8,59.1,19.5,9.4,29.7,11.1,59.1,pm10
Mumbai,2025-08-11,22.2,62.6,14.0,12.7,0.5,8.9,36.9,62.6,17.4,12.7,23.6,11.1,62.6,pm10
Mumbai,2025-08-12,16.7,60.5,14.0,10.4,0.2,8.8,27.8,60.5,17.5,10.4,11.6,11.0,60.5,pm10
Mumbai,2025-08-13,17.5,52.0,16.4,13.5,0.4,8.8,29.2,52.0,20.5,13.5,21.1,11.0,52.0,pm10
Mumbai,2025-08-14,10.1,42.1,17.7,10.0,0.4,8.9,16.9,42.1,22.2,10.0,18.3,11.2,42.1,pm10
Mumbai,2025-08-15,11.9,39.3,15.5,12.5,0.5,8.8,19.8,39.3,19.3,12.5,26.7,11.0,39.3,pm10
Mumbai,2025-08-16,13.4,39.0,16.8,10.1,0.3,9.0,22.4,39.0,20.9,10.1,14.1,11.3,39.0,pm10
Mumbai,2025-08-17,13.2,41.0,16.0,11.1,0.2,8.7,22.0,41.0,20.1,11.1,8.6,10.9,41.0,pm10
Mumbai,2025-08-18,11.3,39.8,14.7,11.6,0.1,8.8,18.9,39.8,18.4,11.6,7.4,10.9,39.8,pm10
Mumbai,2025-08-19,10.3,39.2,12.6,13.7,0.2,9.0,17.1,39.2,15.8,13.7,10.3,11.3,39.2,pm10
Mumbai,2025-08-20,16.4,48.0,14.4,13.7,0.3,10.1,27.3,48.0,18.0,13.7,15.4,12.6,48.0,pm10
Mumbai,2025-08-21,47.9,53.6,14.7,11.6,0.4,9.5,79.6,53.6,18.4,11.6,18.3,11.8,79.6,pm25
Mumbai,2025-08-22,13.7,50.7,14.8,9.2,0.3,9.3,22.9,,18.5,9.2,16.4,11.6,22.9,pm25
Mumbai,2025-08-23,15.7,57.8,14.1,11.3,0.3,9.4,26.2,57.8,17.6,11.3,15.8,11.7,57.8,pm10
Mumbai,2025-08-24,14.6,54.7,13.1,12.0,0.2,9.3,24.4,54.7,16.4,12.0,9.1,11.6,54.7,pm10
Mumbai,2025-08-25,13.9,45.0,15.0,11.8,0.3,9.4,23.1,45.0,18.8,11.8,16.1,11.7,45.0,pm10
Mumbai,2025-08-26,16.1,47.8,15.6,10.8,0.3,9.3,26.8,47.8,19.5,10.8,15.7,11.6,47.8,pm10
Mumbai,2025-08-27,19.6,66.0,16.5,11.3,,16.3,32.7,66.0,20.7,11.3,,20.3,66.0,pm10
Mumbai,2025-08-28,23.4,53.8,17.6,9.6,0.8,9.5,39.0,53.8,21.9,9.6,42.2,11.9,53.8,pm10
Mumbai,2025-08-29,16.3,43.7,16.6,10.5,0.7,9.3,27.2,43.7,20.8,10.5,34.1,11.6,43.7,pm10
Mumbai,2025-08-30,18.7,46.5,20.3,11.2,0.4,9.4,31.1,46.5,25.4,11.2,19.8,11.8,46.5,pm10
Mumbai,2025-08-31,19.4,51.4,17.1,11.4,0.3,9.3,32.4,51.4,21.4,11.4,13.8,11.7,51.4,pm10
Mumbai,2025-09-01,18.0,50.2,16.7,11.2,0.2,9.3,30.1,,20.9,11.2,12.1,11.6,30.1,pm25
Mumbai,2025-09-02,20.4,51.2,16.5,12.7,0.3,9.8,34.0,51.2,20.7,12.7,13.7,12.3,51.2,pm10
Mumbai,2025-09-03,24.3,62.3,17.5,14.1,0.3,9.2,40.5,62.3,21.9,14.1,13.6,11.5,62.3,pm10
Mumbai,2025-09-04,18.5,51.2,19.7,10.6,0.4,9.3,30.8,51.2,24.6,10.6,21.1,11.7,51.2,pm10
Mumbai,2025-09-05,24.3,51.4,19.7,11.6,0.3,9.5,40.6,51.4,24.6,11.6,13.4,11.8,51.4,pm10
Mumbai,2025-09-06,18.2,46.4,19.0,12.2,0.4,9.3,30.3,46.4,23.7,12.2,18.2,11.6,46.4,pm10
Mumbai,2025-09-07,20.9,55.3,19.7,10.4,0.4,9.5,34.9,55.3,24.7,10.4,22.2,11.8,55.3,pm10
Mumbai,2025-09-08,16.1,64.5,21.0,8.8,0.6,9.5,26.8,64.5,26.3,8.8,27.7,11.9,64.5,pm10
Mumbai,2025-09-09,24.6,88.8,20.3,11.3,0.4,9.4,41.0,88.8,25.4,11.3,20.8,11.8,88.8,pm10
Mumbai,2025-09-10,23.5,87.8,21.2,26.1,0.4,9.5,39.1,87.8,26.5,26.1,21.2,11.9,87.8,pm10
Mumbai,2025-09-11,21.7,66.0,18.0,28.0,0.3,9.9,36.2,66.0,22.5,28.0,14.0,12.4,66.0,pm10
Mumbai,2025-09-12,29.1,51.4,20.5,8.9,0.8,9.5,48.5,51.4,25.6,8.9,40.0,11.9,51.4,pm10
Mumbai,2025-09-13,33.5,46.6,22.1,12.4,0.7,9.4,55.2,46.6,27.6,12.4,35.5,11.7,55.2,pm25
Mumbai,2025-09-14,32.4,34.5,20.2,17.6,0.1,9.4,53.3,34.5,25.3,17.6,7.0,11.7,53.3,pm25
Mumbai,2025-09-15,19.6,46.3,21.0,10.0,0.7,9.6,32.7,46.3,26.2,10.0,35.4,12.0,46.3,pm10
Mumbai,2025-09-16,17.7,47.1,24.6,5.2,0.6,9.7,29.4,47.1,30.7,5.2,29.7,12.1,47.1,pm10
Mumbai,2025-09-17,11.8,74.8,19.5,12.9,0.3,9.5,19.7,74.8,24.4,12.9,13.4,11.9,74.8,pm10
Mumbai,2025-09-18,12.6,387.8,18.6,10.6,0.2,9.6,21.0,347.1,23.3,10.6,8.9,12.0,347.1,pm10
Mumbai,2025-09-19,11.3,385.5,20.1,9.7,0.2,9.6,18.9,344.2,25.2,9.7,12.4,11.9,344.2,pm10
Mumbai,2025-09-20,16.3,389.8,19.0,12.9,0.4,9.5,27.2,349.6,23.8,12.9,19.4,11.9,349.6,pm10
Mumbai,2025-09-21,14.3,383.2,17.8,10.6,0.4,9.5,23.9,341.4,22.3,10.6,20.6,11.9,341.4,pm10
Mumbai,2025-09-22,9.7,370.0,20.8,6.5,0.4,9.4,16.1,324.8,26.0,6.5,18.0,11.7,324.8,pm10
Mumbai,2025-09-23,17.0,375.8,22.0,11.9,0.5,9.5,28.4,332.1,27.5,11.9,22.6,11.9,332.1,pm10
Mumbai,2025-09-24,13.9,375.7,19.8,23.6,0.5,10.2,23.2,331.9,24.7,23.6,23.9,12.7,331.9,pm10
Mumbai,2025-09-25,248.2,169.9,17.5,24.5,0.3,9.6,398.6,146.7,21.9,24.5,16.5,12.0,398.6,pm25
Mumbai,2025-09-26,427.4,85.2,20.0,17.7,0.7,10.2,401.0,85.2,25.0,17.7,36.1,12.7,401.0,pm25
Mumbai,2025-09-27,506.0,89.5,18.0,13.9,0.4,9.5,401.0,89.5,22.5,13.9,20.2,11.9,401.0,pm25
Mumbai,2025-09-28,510.4,77.6,14.7,19.5,0.2,9.5,401.0,77.6,18.4,19.5,8.8,11.9,401.0,pm25
Mumbai,2025-09-29,327.4,78.7,18.7,18.4,0.4,9.5,401.0,78.7,23.3,18.4,22.5,11.8,401.0,pm25
Mumbai,2025-09-30,355.6,65.8,18.7,12.1,0.4,9.5,401.0,65.8,23.4,12.1,18.7,11.9,401.0,pm25
Mumbai,2025-10-01,311.9,59.6,19.5,11.5,0.5,9.2,401.0,59.6,24.4,11.5,25.8,11.5,401.0,pm25
Mumbai,2025-10-02,364.3,50.5,17.7,12.5,0.4,9.2,401.0,,22.1,12.5,18.9,11.5,401.0,pm25
Mumbai,2025-10-03,377.0,59.1,17.4,11.8,0.4,9.1,401.0,59.1,21.7,11.8,21.6,11.4,401.0,pm25
Mumbai,2025-10-04,120.7,258.1,17.7,12.2,0.6,9.6,,208.1,22.1,12.2,27.8,12.1,208.1,pm10
Mumbai,2025-10-05,27.6,171.9,17.3,12.8,0.5,9.4,46.0,148.1,21.7,12.8,25.0,11.8,148.1,pm10
Mumbai,2025-10-06,101.1,69.4,18.4,27.3,0.6,11.1,235.5,69.4,23.0,27.3,28.8,13.9,235.5,pm25
Mumbai,2025-10-07,248.7,78.6,19.8,24.1,0.4,9.5,399.0,78.6,24.8,24.1,22.0,11.9,399.0,pm25
Mumbai,2025-10-08,342.7,87.2,19.6,26.9,0.6,9.7,401.0,87.2,24.5,26.9,27.6,12.1,401.0,pm25
Mumbai,2025-10-09,200.1,119.8,24.0,33.7,0.6,9.6,361.7,113.5,30.1,33.7,27.7,12.1,361.7,pm25
Mumbai,2025-10-10,92.3,138.2,26.6,32.4,0.7,9.8,205.5,125.7,33.3,32.4,35.6,12.2,205.5,pm25
Mumbai,2025-10-11,60.8,140.5,27.8,37.5,0.6,10.0,,127.2,34.7,37.5,28.2,12.5,127.2,pm10
Mumbai,2025-10-12,53.4,118.7,27.4,39.2,0.6,10.0,88.8,112.7,34.2,39.2,29.8,12.4,112.7,pm10
Mumbai,2025-10-13,75.6,148.8,29.6,42.0,0.7,9.2,151.0,132.8,37.0,42.0,35.0,11.5,151.0,pm25
Mumbai,2025-10-14,92.2,361.8,30.1,42.5,0.9,9.3,205.2,314.6,37.6,42.5,45.8,11.6,314.6,pm10
Mumbai,2025-10-15,118.5,330.7,23.9,35.7,0.8,9.2,294.8,280.7,29.9,35.7,41.1,11.5,294.8,pm25
Mumbai,2025-10-16,100.4,421.3,17.0,38.0,0.6,9.0,233.0,389.1,21.3,38.0,27.7,11.3,389.1,pm10
Mumbai,2025-10-17,49.8,431.4,19.9,40.4,0.5,9.8,82.8,401.0,24.9,40.4,26.6,12.3,401.0,pm10
Mumbai,2025-10-18,72.5,447.1,20.5,45.8,0.6,9.8,140.2,401.0,25.6,45.8,30.2,12.3,401.0,pm10
Mumbai,2025-10-19,72.5,450.4,17.2,29.9,0.5,9.8,140.3,401.0,21.5,29.9,27.2,12.3,401.0,pm10
Mumbai,2025-10-20,131.5,490.0,17.4,27.8,0.7,10.3,309.1,401.0,21.8,27.8,35.8,12.9,401.0,pm10
Mumbai,2025-10-21,44.2,426.8,15.9,35.4,0.5,10.4,73.2,395.9,19.9,35.4,25.5,13.0,395.9,pm10
Mumbai,2025-10-22,49.4,240.5,17.2,27.9,0.5,10.0,82.1,193.7,21.5,27.9,23.7,12.5,193.7,pm10
Mumbai,2025-10-23,45.2,90.7,15.5,20.9,0.4,9.8,75.0,90.7,19.3,20.9,19.9,12.2,90.7,pm10
Mumbai,2025-10-24,33.6,80.8,15.1,18.0,0.4,9.5,55.4,80.8,18.9,18.0,17.6,11.8,80.8,pm10
Mumbai,2025-10-25,35.7,60.9,14.1,14.5,0.3,9.9,58.9,60.9,17.6,14.5,16.7,12.3,60.9,pm10
Mumbai,2025-10-26,18.5,44.3,14.0,8.5,0.3,9.0,30.9,44.3,17.4,8.5,14.5,11.3,44.3,pm10
Mumbai,2025-10-27,15.1,42.4,14.7,13.2,0.4,9.9,25.2,42.4,18.3,13.2,17.8,12.4,42.4,pm10
Mumbai,2025-10-28,28.8,74.8,16.2,14.0,0.4,10.1,48.1,74.8,20.2,14.0,19.4,12.6,74.8,pm10
Mumbai,2025-10-29,31.0,67.9,14.9,18.1,0.3,9.7,,67.9,18.6,18.1,13.4,12.1,67.9,pm10
Mumbai,2025-10-30,29.1,60.3,16.5,14.4,0.4,9.3,48.5,60.3,20.6,14.4,20.3,11.6,60.3,pm10
Mumbai,2025-10-31,17.6,42.9,16.0,11.3,0.5,9.3,29.3,42.9,20.0,11.3,24.3,11.7,42.9,pm10
Mumbai,2025-11-01,19.7,51.4,14.5,13.1,0.5,9.5,32.8,51.4,18.2,13.1,25.8,11.8,51.4,pm10
Mumbai,2025-11-02,13.5,40.0,14.3,12.0,0.5,9.3,22.5,40.0,17.9,12.0,22.6,11.6,40.0,pm10
Mumbai,2025-11-03,35.8,44.3,14.0,15.2,0.5,9.9,59.1,44.3,17.5,15.2,24.6,12.4,59.1,pm25
Mumbai,2025-11-04,25.7,78.9,14.4,18.1,0.4,9.0,42.8,78.9,18.0,18.1,17.5,11.3,78.9,pm10
Mumbai,2025-11-05,31.6,97.3,14.6,20.6,0.4,9.3,52.0,97.3,18.2,20.6,19.8,11.6,97.3,pm10
Mumbai,2025-11-06,47.5,143.2,16.9,28.9,0.7,10.7,78.9,129.0,21.1,28.9,33.0,13.3,129.0,pm10
Mumbai,2025-11-07,50.9,133.7,19.6,35.4,0.6,10.5,84.7,122.8,24.5,35.4,28.5,13.2,122.8,pm10
Mumbai,2025-11-08,77.8,145.6,21.1,26.2,0.8,10.0,158.3,130.7,26.3,26.2,41.5,12.5,158.3,pm25
Mumbai,2025-11-09,35.6,122.0,18.8,26.7,0.7,10.3,58.8,115.0,23.5,26.7,33.8,12.8,115.0,pm10
Mumbai,2025-11-10,70.5,168.4,24.5,9.3,1.0,10.0,133.6,145.8,30.6,9.3,48.7,12.5,145.8,pm10
Mumbai,2025-11-11,66.4,158.6,22.3,42.4,1.0,10.9,119.6,139.3,27.9,42.4,48.3,13.6,139.3,pm10
Mumbai,2025-11-12,53.3,147.3,25.5,30.4,0.9,10.3,88.7,131.8,31.9,30.4,47.2,12.9,131.8,pm10
Mumbai,2025-11-13,96.7,155.4,27.2,25.2,0.7,10.8,220.5,137.2,34.0,25.2,36.5,13.5,220.5,pm25
Mumbai,2025-11-14,66.2,153.4,24.6,43.4,1.0,10.4,118.9,135.8,30.7,43.4,49.1,12.9,135.8,pm10
Mumbai,2025-11-15,54.4,148.6,25.4,35.5,1.1,10.8,90.6,132.6,31.7,35.5,53.2,13.5,132.6,pm10
Mumbai,2025-11-16,40.8,124.3,22.0,36.6,1.1,11.1,67.5,116.5,27.6,36.6,,13.9,116.5,pm10
Mumbai,2025-11-17,1104.9,131.7,23.7,43.2,0.8,11.1,401.0,121.4,29.7,43.2,38.6,13.9,401.0,pm25
Mumbai,2025-11-18,43.5,149.1,64.1,18.8,1.3,9.9,72.1,133.0,80.0,18.8,61.2,12.4,133.0,pm10
Mumbai,2025-11-19,36.1,153.5,63.4,34.6,1.2,10.7,59.7,135.9,79.2,34.6,54.8,13.3,135.9,pm10
Mumbai,2025-11-20,39.0,155.4,49.2,37.4,1.0,10.0,64.6,137.1,61.3,37.4,48.1,12.5,137.1,pm10
Mumbai,2025-11-21,9807.8,164.0,42.8,51.3,1.2,10.2,401.0,142.9,53.2,51.3,57.9,12.8,401.0,pm25
Mumbai,2025-11-22,44.4,160.5,43.8,38.1,1.6,10.9,73.7,140.5,54.5,38.1,77.0,13.6,140.5,pm10
Mumbai,2025-11-23,42.6,166.5,49.2,53.2,1.3,2.7,70.6,144.6,61.3,53.2,60.8,3.4,144.6,pm10
Mumbai,2025-11-24,44.6,178.0,37.1,30.4,1.2,9.5,74.0,152.2,46.4,30.4,59.2,11.9,152.2,pm10
Mumbai,2025-11-25,40.3,194.4,38.3,32.7,1.2,9.7,66.8,163.0,47.8,32.7,56.9,12.1,163.0,pm10
Mumbai,2025-11-26,63.6,202.2,39.6,35.7,1.0,10.2,110.0,168.2,49.5,35.7,48.9,12.7,168.2,pm10
Mumbai,2025-11-27,60.8,157.5,36.9,53.9,1.0,9.9,,138.6,46.2,53.9,49.0,12.3,138.6,pm10
Mumbai,2025-11-28,50.6,152.2,35.3,30.5,1.0,9.4,84.1,135.0,44.2,30.5,49.5,11.8,135.0,pm10
Mumbai,2025-11-29,41.5,324.9,36.8,20.2,0.5,10.1,68.7,274.9,46.0,20.2,23.6,12.6,274.9,pm10
Mumbai,2025-11-30,43.9,67739.1,36.5,30.4,1.0,10.6,72.9,401.0,45.7,30.4,,13.3,401.0,pm10
Mumbai,2025-12-01,57.6,16776.7,27.3,32.9,1.1,10.2,96.0,401.0,34.1,32.9,,12.7,401.0,pm10
Mumbai,2025-12-02,100.0,120.3,40.5,15.8,1.1,2.4,231.7,113.8,,15.8,,3.0,231.7,pm25
Mumbai,2025-12-03,65.3,151.2,49.9,37.5,1.2,6.0,115.7,134.4,62.1,37.5,56.7,7.4,134.4,pm10
Mumbai,2025-12-04,42.8,147.8,46.8,18.9,1.1,7.2,70.9,132.1,58.3,18.9,52.6,9.0,132.1,pm10
Mumbai,2025-12-05,39.3,147.0,38.0,17.6,0.9,11.8,65.0,131.5,47.6,17.6,43.1,14.7,131.5,pm10
Mumbai,2025-12-06,54.8,135.8,36.0,33.4,0.6,14.1,91.2,124.1,44.9,33.4,30.1,17.7,124.1,pm10
Mumbai,2025-12-07,38.8,135.5,46.4,61.9,0.6,6.4,64.2,124.0,57.8,61.9,30.1,8.0,124.0,pm10
Mumbai,2025-12-08,50.9,169.1,40.7,26.3,0.9,12.3,84.6,146.2,,26.3,45.6,15.4,146.2,pm10
Mumbai,2025-12-09,73.5,141.7,39.2,22.1,0.8,12.0,143.6,128.1,49.0,22.1,41.1,15.0,143.6,pm25
Mumbai,2025-12-10,64.1,130.3,49.2,18.4,0.9,11.6,111.7,120.4,61.3,18.4,45.1,14.5,120.4,pm10
Mumbai,2025-12-11,97.1,128.9,42.9,19.8,0.6,11.5,221.9,119.5,53.4,19.8,29.0,14.4,221.9,pm25
Mumbai,2025-12-12,65.0,162.0,19.6,28.9,1.0,11.5,114.5,141.5,24.5,28.9,49.5,14.4,141.5,pm10
Mumbai,2025-12-13,53.6,173.0,28.1,43.5,1.3,7.0,89.2,148.8,35.2,43.5,60.6,8.8,148.8,pm10
Mumbai,2025-12-14,46.9,146.4,26.1,44.5,1.7,13.0,77.9,131.1,32.6,44.5,83.8,16.3,131.1,pm10
Mumbai,2025-12-15,45.1,166.8,31.6,26.0,4.4,9.3,74.9,144.7,39.5,26.0,129.5,11.6,144.7,pm10
Mumbai,2025-12-16,62.2,167.3,25.9,40.4,1.2,8.6,105.2,145.1,32.4,40.4,56.5,10.8,145.1,pm10
Mumbai,2025-12-17,153.3,167.9,36.4,38.4,6.0,8.3,325.8,145.4,45.5,38.4,150.3,10.4,325.8,pm25
Mumbai,2025-12-18,93.0,148.4,32.9,34.0,3.3,7.6,207.7,132.5,41.2,34.0,115.9,9.5,207.7,pm25
Mumbai,2025-12-19,38.3,134.5,30.9,38.4,4.2,5.6,63.4,123.2,38.6,38.4,127.3,7.0,127.3,co
Mumbai,2025-12-20,28.9,120.4,25.7,23.4,3.4,5.0,48.2,113.9,32.1,23.4,117.1,6.2,117.1,co
Mumbai,2025-12-21,41.0,122.6,27.2,33.7,3.8,5.3,68.0,115.3,33.9,33.7,122.4,6.6,122.4,co
Mumbai,2025-12-22,38.1,128.2,20.5,22.1,0.8,12.7,62.9,119.1,25.7,22.1,38.6,15.8,119.1,pm10
Mumbai,2025-12-23,28.1,94.3,17.1,23.4,1.1,12.0,46.9,94.3,21.4,23.4,,15.0,94.3,pm10
Mumbai,2025-12-24,27.6,107.6,22.7,31.3,0.3,8.8,46.0,105.4,28.3,31.3,16.6,11.0,105.4,pm10
Mumbai,2025-12-25,54.6,144.0,26.8,35.5,0.3,9.6,90.9,129.6,33.4,35.5,16.4,11.9,129.6,pm10
Mumbai,2025-12-26,74.1,136.4,23.6,46.6,0.3,3.5,145.6,124.5,29.5,46.6,17.0,4.3,145.6,pm25
Mumbai,2025-12-27,235.0,132.4,26.3,34.1,0.3,4.8,388.5,121.8,32.9,34.1,16.3,6.0,388.5,pm25
Mumbai,2025-12-28,66.8,145.3,33.5,30.4,0.3,12.9,120.7,130.5,41.9,30.4,17.1,16.1,130.5,pm10
Mumbai,2025-12-29,59.1,139.4,40.3,32.9,0.3,13.8,98.4,126.5,,32.9,16.3,17.3,126.5,pm10
Mumbai,2025-12-30,63.5,122.2,36.2,29.1,0.3,13.6,109.5,115.1,45.3,29.1,16.6,16.9,115.1,pm10
Mumbai,2025-12-31,91.5,113.8,34.7,27.4,0.4,11.7,202.6,109.5,43.3,27.4,17.5,14.6,202.6,pm25
Mumbai,2026-01-01,30.4,65.4,23.2,14.9,0.3,11.1,,65.4,29.0,14.9,16.9,13.8,65.4,pm10
Mumbai,2026-01-02,37.8,124.0,18.6,22.0,0.3,10.9,62.4,116.3,23.3,22.0,17.1,13.7,116.3,pm10
Mumbai,2026-01-03,39.2,165.1,22.4,18.3,0.3,11.2,64.9,143.6,27.9,18.3,17.2,14.0,143.6,pm10
Mumbai,2026-01-04,37.8,146.5,18.0,18.5,0.3,11.1,62.5,131.2,22.4,18.5,16.6,13.9,131.2,pm10
Mumbai,2026-01-05,35.0,142.6,23.3,21.9,0.3,11.3,57.8,128.6,29.1,21.9,17.5,14.1,128.6,pm10
Mumbai,2026-01-06,32.5,148.8,22.5,23.3,0.3,11.6,53.6,132.7,28.1,23.3,17.0,14.5,132.7,pm10
Mumbai,2026-01-07,50.5,164.1,41.6,31.3,0.3,12.2,83.9,142.9,51.7,31.3,16.1,15.3,142.9,pm10
Mumbai,2026-01-08,46.1,144.4,46.7,25.9,0.3,12.5,76.4,129.8,58.2,25.9,16.4,15.6,129.8,pm10
Mumbai,2026-01-09,41.3,157.6,42.2,40.2,0.3,12.0,68.4,138.6,52.5,40.2,16.1,15.0,138.6,pm10
Mumbai,2026-01-10,37.8,127.2,40.2,39.5,0.3,12.4,62.5,118.4,,39.5,16.4,15.5,118.4,pm10
Mumbai,2026-01-11,,,,,,,,,,,,,,
Mumbai,2026-01-12,,,,,,,,,,,,,,
Mumbai,2026-01-13,,,,,,,,,,,,,,
Mumbai,2026-01-14,,,,,,,,,,,,,,
Mumbai,2026-01-15,,,,,,,,,,,,,,
Mumbai,2026-01-16,,,,,,,,,,,,,,
Mumbai,2026-01-17,,,,,,,,,,,,,,
Mumbai,2026-01-18,,,,,,,,,,,,,,
Mumbai,2026-01-19,,,,,,,,,,,,,,
Mumbai,2026-01-20,88.7,159.2,32.4,8.7,0.3,10.6,195.4,139.7,40.5,8.7,16.4,13.2,195.4,pm25
Mumbai,2026-01-21,66.9,162.0,31.1,26.8,0.3,11.1,121.1,141.5,38.8,26.8,16.4,13.9,141.5,pm10
Mumbai,2026-01-22,61.8,113.7,16.9,27.4,0.3,11.3,103.8,109.4,21.1,27.4,16.8,14.1,109.4,pm10
Mumbai,2026-01-23,41.1,95.8,22.4,21.8,0.3,3.9,68.1,95.8,28.1,21.8,17.5,4.9,95.8,pm10
Mumbai,2026-01-24,38.7,106.0,24.3,24.9,0.3,2.9,64.0,104.3,30.3,24.9,16.9,3.6,104.3,pm10
Mumbai,2026-01-25,43.8,106.4,15.9,28.2,0.3,2.4,72.5,104.6,19.8,28.2,16.5,3.0,104.6,pm10
Mumbai,2026-01-26,30.5,67.3,10.1,12.6,0.3,0.3,,67.3,12.6,12.6,16.7,0.4,67.3,pm10
Mumbai,2026-01-27,29.4,67.2,16.8,22.2,0.3,9.6,49.0,67.2,21.1,22.2,17.3,12.0,67.2,pm10
Mumbai,2026-01-28,25.9,64.5,18.3,9.6,0.3,10.1,43.1,64.5,22.8,9.6,16.3,12.7,64.5,pm10
